Iteration,Temp,Cost
0,50,48
1,50.0,47
2,49.750549400349904,44
3,49.5020956047976,45
4,49.254635622933804,43
5,49.00816647033601,44
6,48.76268516856253,46
7,48.518188745146475,46
8,48.27467423358977,44
9,48.032138673357125,42
10,47.79057910987009,41
11,47.549992594501,44
12,47.310376184567005,46
13,47.07172694332409,45
14,46.83404193996101,45
15,46.59731824959338,46
16,46.36155295325759,44
17,46.12674313790488,44
18,45.8928858963953,42
19,45.65997832749169,42
20,45.42801753585376,42
21,45.197000632032,44
22,44.96692473246174,45
23,44.73778695945713,44
24,44.50958444120516,43
25,44.28231431175962,44
26,44.05597371103516,45
27,43.83055978480122,44
28,43.606069684676086,45
29,43.3825005681209,43
30,43.15984959843362,41
31,42.938113944743,44
32,42.71729078200269,45
33,42.49737729098514,45
34,42.278370658275655,45
35,42.060268076266354,49
36,41.84306674315022,49
37,41.62676386291506,49
38,41.41135664533754,48
39,41.19684230597715,49
40,40.983218066170245,49
41,40.770481153024,48
42,40.558628799410464,47
43,40.34765824396052,46
44,40.13756673105788,45
45,39.92835151083316,45
46,39.72000983915778,43
47,39.51253897763803,44
48,39.30593619360905,43
49,39.10019876012884,44
50,38.89532395597225,45
51,38.691309065625,43
52,38.48815137927765,44
53,38.285848192819635,43
54,38.08439680783326,43
55,37.88379453158765,42
56,37.684038677032845,41
57,37.48512656279372,41
58,37.28705551316402,40
59,37.08982285810037,42
60,36.89342593321624,40
61,36.697862079775994,38
62,36.50312864468886,36
63,36.30922298050292,38
64,36.11614244539917,36
65,35.92388440318542,40
66,35.73244622329041,40
67,35.54182528075772,38
68,35.35201895623985,38
69,35.16302463599214,39
70,34.974839711866814,41
71,34.787461581307,43
72,34.60088764734069,45
73,34.41511531857477,45
74,34.23014200918902,46
75,34.045965138930065,47
76,33.86258213310547,46
77,33.67999042257765,48
78,33.49818744375794,49
79,33.317170638600544,48
80,33.13693745459656,46
81,32.957485344768,44
82,32.77881176766174,45
83,32.600914187343584,45
