Iteration,Temp,Cost
0,150,47
1,150.0,47
2,149.2515484008498,47
3,148.5060876127944,45
4,147.7636086634095,45
5,147.0241025982336,46
6,146.28756048075002,44
7,145.55397339236887,46
8,144.82333243240907,46
9,144.09562871808032,46
10,143.3708533844652,45
11,142.648997584501,45
12,141.9300524889619,45
13,141.2140092864409,47
14,140.50085918333173,46
15,139.790593403811,46
16,139.0832031898201,48
17,138.37867980104727,48
18,137.67701451490962,47
19,136.9781986265349,49
20,136.28222344874385,48
21,135.589080312032,52
22,134.89876056455165,50
23,134.21125557209393,49
24,133.52655671807088,49
25,132.84465540349723,49
26,132.16554304697266,50
27,131.48921108466362,52
28,130.8156509702854,50
29,130.1448541750841,49
30,129.47681218781872,49
31,128.811516514743,49
32,128.1489586795876,50
33,127.48913022354195,50
34,126.83202270523637,52
35,126.17762770072396,51
36,125.52593680346273,51
37,124.87694162429749,50
38,124.23063379144185,48
39,123.58700495046037,46
40,122.94604676425035,47
41,122.30775091302401,47
42,121.67210909429038,44
43,121.03911302283733,45
44,120.4087544307136,46
45,119.78102506721076,45
46,119.15591669884529,46
47,118.53342110934044,45
48,117.91353009960835,45
49,117.29623548773205,48
50,116.68152910894736,51
51,116.06940281562501,50
52,115.45984847725256,50
53,114.85285798041645,48
54,114.24842322878398,48
55,113.64653614308526,49
56,113.04718866109536,49
57,112.45037273761612,45
58,111.85608034445832,45
59,111.26430347042358,44
60,110.67503412128636,45
61,110.088264319776,48
62,109.50398610555877,49
63,108.92219153521974,49
64,108.34287268224489,49
65,107.76602163700304,48
66,107.19163050672792,48
67,106.61969141550013,47
68,106.05019650422916,47
69,105.48313793063535,50
70,104.91850786923193,48
71,104.35629851130702,47
72,103.79650206490561,46
73,103.23911075481158,44
74,102.68411682252973,41
75,102.13151252626767,43
76,101.58129014091799,42
77,101.03344195804007,43
78,100.48796028584226,44
79,99.94483744916376,44
80,99.40406578945668,45
81,98.86563766476802,45
82,98.32954544972166,44
83,97.7957815355004,46
84,97.26433832982792,45
85,96.7352082569508,44
86,96.20838375762054,45
87,95.6838572890755,44
88,95.161621325023,42
89,94.6416683556212,42
90,94.1239908874612,43
91,93.60858144354901,45
92,93.09543256328753,48
93,92.58453680245857,46
94,92.07588673320485,46
95,91.56947494401201,45
96,91.06529403969061,43
97,90.56333664135808,43
98,90.06359538642081,44
99,89.5660629285561,46
100,89.07073193769412,46
101,88.57759510000001,46
102,88.08664511785581,48
103,87.59787470984249,47
104,87.11127661072192,49
105,86.6268435714189,50
106,86.14456835900317,48
107,85.66444375667137,52
108,85.1864625637291,52
109,84.71061759557281,51
110,84.236901683672,51
111,83.765307675551,53
112,83.29582843477112,52
113,82.82845684091258,49
114,82.36318578955652,48
115,81.90000819226707,47
116,81.43891697657324,47
117,80.97990508595099,45
118,80.52296547980521,44
119,80.06809113345179,44
120,79.61527503809947,46
121,79.16451020083201,47
122,78.71578964459006,46
123,78.26910640815322,46
124,77.82445354612207,47
125,77.38182412890012,49
126,76.94121124267579,47
127,76.50260798940451,45
128,76.0660074867906,46
129,75.63140286826939,46
130,75.19878728298912,45
131,74.768153895793,45
132,74.33949588720121,46
133,73.91280645339283,46
134,73.48807880618797,46
135,73.06530617302964,45
136,72.64448179696585,42
137,72.22559893663156,42
138,71.80865086623065,39
139,71.39363087551804,37
140,70.98053226978155,38
141,70.56934836982401,39
142,70.16007251194517,40
143,69.7526980479238,38
144,69.34721834499959,40
145,68.94362678585526,38
146,68.54191676859841,39
147,68.14208170674371,41
148,67.74411502919476,42
149,67.34801018022613,45
150,66.95376061946537,45
151,66.56135982187502,44
152,66.17080127773457,43
153,65.78207849262253,45
154,65.39518498739837,43
155,65.01011429818453,44
156,64.62685997634848,45
157,64.2454155884846,44
158,63.865774716396324,44
159,63.48793095707805,44
160,63.11187792269715,42
161,62.737609240576,42
162,62.36511855317397,42
163,61.99439951806941,44
164,61.625445807941674,42
165,61.2582511105531,42
166,60.89280912873103,42
167,60.52911358034981,41
168,60.167158198312755,42
169,59.80693673053422,45
170,59.44844293992152,46
171,59.091670604357006,48
172,58.73661351668,50
173,58.383265484668854,47
174,58.03162033102292,46
175,57.68167189334455,46
176,57.3334140241211,46
177,56.98684059070693,46
178,56.64194547530545,48
179,56.29872257495103,48
180,55.95716580149107,48
181,55.617269081568,50
182,55.27902635660125,51
183,54.94243158276927,51
184,54.60747873099151,51
185,54.274161786910476,49
186,53.94247475087366,49
187,53.612411637915585,45
188,53.283966477739796,45
189,52.95713331470087,43
190,52.6319062077864,44
191,52.308279230599,45
192,51.98624647133832,43
193,51.665802032783034,43
194,51.34694003227284,44
195,51.02965460169048,45
196,50.71393988744372,44
197,50.39979005044735,44
198,50.08719926610521,44
199,49.776161724292166,45
200,49.46667162933611,44
201,49.158723200000004,42
202,48.85231066946381,39
203,48.547428285306566,40
204,48.24407030948831,41
205,47.94223101833217,40
206,47.64190470250628,40
207,47.34308566700584,36
208,47.04576823113508,35
209,46.749946728489284,35
210,46.455615506936795,35
211,46.162768928601,35
212,45.871401369842324,36
213,45.581507221240244,36
214,45.29308088757532,35
215,45.00611678781114,35
216,44.72060935507635,37
217,44.43655303664664,39
218,44.15394229392681,40
219,43.87277160243266,41
220,43.59303545177307,42
221,43.314728345632,42
222,43.03784480175045,42
223,42.76237935190849,41
224,42.48832654190727,44
225,42.21568093155099,43
226,41.94443709462891,44
227,41.67458961889737,45
228,41.4061331060618,41
229,41.13906217175866,40
230,40.87337144553752,40
231,40.609055570843005,38
232,40.3461092049968,37
233,40.08452701917971,36
234,39.824303698413566,36
235,39.56543394154331,37
236,39.307912461218976,37
237,39.051733983877625,36
238,38.79689324972545,35
239,38.54338501271971,35
240,38.29120404055075,34
241,38.040345114624,36
242,37.79080303004197,36
243,37.54257259558627,36
244,37.29564863369959,36
245,37.05002598046772,34
246,36.80569948560153,33
247,36.56266401241899,32
248,36.32091443782716,34
249,36.0804456523042,35
250,35.84125255988136,35
251,35.603330078125,37
252,35.366673138118564,37
253,35.1312766844446,37
254,34.897135675166766,37
255,34.66424508181181,38
256,34.43259988935159,39
257,34.20219509618508,41
258,33.97302571412033,39
259,33.74508676835653,39
260,33.518373297465956,41
261,33.292880353376,45
262,33.06860300135117,46
263,32.84553631997509,45
264,32.62367540113247,43
265,32.40301534999118,42
266,32.183551284984155,40
267,31.96527833779149,39
268,31.748191653322365,40
269,31.5322863896971,40
270,31.317557718229125,40
271,31.104000823407002,39
272,30.891610902876405,41
273,30.68038316742214,43
274,30.47031284095013,46
275,30.26139516046943,45
276,30.053625376074223,45
277,29.846998750925817,46
278,29.641510561234654,47
279,29.437156096242308,45
280,29.233930658203477,47
281,29.031829562368003,46
282,28.830848136962857,45
283,28.630981723174145,44
284,28.432225675129118,45
285,28.234575359878157,47
286,28.038026157376784,46
287,27.842573460467666,45
288,27.648212674862606,44
289,27.454939219124554,45
290,27.262748524649606,44
291,27.071636035649,44
292,26.881597209131126,43
293,26.692627514883515,44
294,26.504722435454852,43
